year,period,period_type,period_number,period_order,crop_group,crop_subtype,is_aggregate,region,province,volume_mt,area_ha
1990,Quarter 2,quarter,2,2,Palay,Irrigated,0,Region XI,Davao del Sur,9585.0,2130.0
1990,Quarter 2,quarter,2,2,Palay,Rainfed,0,Region XI,Davao del Sur,0.0,0.0
1990,Quarter 2,quarter,2,2,Corn,White,0,Region XII,Cotabato,20075.0,18780.0
1990,Quarter 2,quarter,2,2,Corn,Yellow,0,Region XII,Cotabato,2717.0,4560.0
1990,Quarter 2,quarter,2,2,Palay,Irrigated,0,Region XII,Cotabato,23645.0,8040.0
1990,Quarter 2,quarter,2,2,Palay,Rainfed,0,Region XII,Cotabato,0.0,0.0
1990,Quarter 2,quarter,2,2,Corn,White,0,Region XII,Sarangani,0.0,0.0
1990,Quarter 2,quarter,2,2,Corn,Yellow,0,Region XII,Sarangani,0.0,0.0
1990,Quarter 2,quarter,2,2,Palay,Irrigated,0,Region XII,Sarangani,0.0,0.0
1990,Quarter 2,quarter,2,2,Palay,Rainfed,0,Region XII,Sarangani,0.0,0.0
1990,Quarter 2,quarter,2,2,Corn,White,0,Region XII,South Cotabato,45185.0,31200.0
1990,Quarter 2,quarter,2,2,Corn,Yellow,0,Region XII,South Cotabato,6326.0,2740.0
1990,Quarter 2,quarter,2,2,Palay,Irrigated,0,Region XII,South Cotabato,13207.0,3860.0
1990,Quarter 2,quarter,2,2,Palay,Rainfed,0,Region XII,South Cotabato,170.0,120.0
1990,Quarter 2,quarter,2,2,Corn,White,0,Region XII,Sultan Kudarat,5034.0,3390.0
1990,Quarter 2,quarter,2,2,Corn,Yellow,0,Region XII,Sultan Kudarat,4030.0,1870.0
1990,Quarter 2,quarter,2,2,Palay,Irrigated,0,Region XII,Sultan Kudarat,8136.0,2820.0
1990,Quarter 2,quarter,2,2,Palay,Rainfed,0,Region XII,Sultan Kudarat,1215.0,770.0
1990,Quarter 2,quarter,2,2,Corn,White,0,Region XIII,Agusan del Norte,1375.0,2220.0
1990,Quarter 2,quarter,2,2,Corn,Yellow,0,Region XIII,Agusan del Norte,0.0,0.0
1990,Quarter 2,quarter,2,2,Palay,Irrigated,0,Region XIII,Agusan del Norte,19170.0,5370.0
1990,Quarter 2,quarter,2,2,Palay,Rainfed,0,Region XIII,Agusan del Norte,12895.0,4970.0
1990,Quarter 2,quarter,2,2,Corn,White,0,Region XIII,Agusan del Sur,3100.0,1560.0
1990,Quarter 2,quarter,2,2,Corn,Yellow,0,Region XIII,Agusan del Sur,0.0,0.0
1990,Quarter 2,quarter,2,2,Palay,Irrigated,0,Region XIII,Agusan del Sur,10690.0,2720.0
1990,Quarter 2,quarter,2,2,Palay,Rainfed,0,Region XIII,Agusan del Sur,12745.0,3930.0
1990,Quarter 2,quarter,2,2,Corn,White,0,Region XIII,Butuan City,,
1990,Quarter 2,quarter,2,2,Corn,Yellow,0,Region XIII,Butuan City,,
1990,Quarter 2,quarter,2,2,Palay,Irrigated,0,Region XIII,Butuan City,,
1990,Quarter 2,quarter,2,2,Palay,Rainfed,0,Region XIII,Butuan City,,
1990,Quarter 2,quarter,2,2,Corn,White,0,Region XIII,Dinagat Islands,0.0,0.0
1990,Quarter 2,quarter,2,2,Corn,Yellow,0,Region XIII,Dinagat Islands,0.0,0.0
1990,Quarter 2,quarter,2,2,Palay,Irrigated,0,Region XIII,Dinagat Islands,0.0,0.0
1990,Quarter 2,quarter,2,2,Palay,Rainfed,0,Region XIII,Dinagat Islands,0.0,0.0
1990,Quarter 2,quarter,2,2,Corn,White,0,Region XIII,Surigao del Norte,0.0,0.0
1990,Quarter 2,quarter,2,2,Corn,Yellow,0,Region XIII,Surigao del Norte,0.0,0.0
1990,Quarter 2,quarter,2,2,Palay,Irrigated,0,Region XIII,Surigao del Norte,14041.0,6540.0
1990,Quarter 2,quarter,2,2,Palay,Rainfed,0,Region XIII,Surigao del Norte,560.0,430.0
1990,Quarter 2,quarter,2,2,Corn,White,0,Region XIII,Surigao del Sur,1845.0,2960.0
1990,Quarter 2,quarter,2,2,Corn,Yellow,0,Region XIII,Surigao del Sur,0.0,0.0
1990,Quarter 2,quarter,2,2,Palay,Irrigated,0,Region XIII,Surigao del Sur,11060.0,4910.0
1990,Quarter 2,quarter,2,2,Palay,Rainfed,0,Region XIII,Surigao del Sur,27888.0,13730.0
1990,Semester 1,semester,1,3,Corn,White,0,BARMM,Basilan,330.0,770.0
1990,Semester 1,semester,1,3,Corn,Yellow,0,BARMM,Basilan,0.0,0.0
1990,Semester 1,semester,1,3,Palay,Irrigated,0,BARMM,Basilan,1243.0,760.0
1990,Semester 1,semester,1,3,Palay,Rainfed,0,BARMM,Basilan,469.0,440.0
1990,Semester 1,semester,1,3,Corn,White,0,BARMM,Lanao del Sur,26291.0,28590.0
1990,Semester 1,semester,1,3,Corn,Yellow,0,BARMM,Lanao del Sur,12780.0,4410.0
1990,Semester 1,semester,1,3,Palay,Irrigated,0,BARMM,Lanao del Sur,1920.0,520.0
1990,Semester 1,semester,1,3,Palay,Rainfed,0,BARMM,Lanao del Sur,10732.0,4090.0
1990,Semester 1,semester,1,3,Corn,White,0,BARMM,Maguindanao del Norte,,
1990,Semester 1,semester,1,3,Corn,Yellow,0,BARMM,Maguindanao del Norte,,
1990,Semester 1,semester,1,3,Palay,Irrigated,0,BARMM,Maguindanao del Norte,,
1990,Semester 1,semester,1,3,Palay,Rainfed,0,BARMM,Maguindanao del Norte,,
1990,Semester 1,semester,1,3,Corn,White,0,BARMM,Maguindanao del Sur,65179.0,43600.0
1990,Semester 1,semester,1,3,Corn,Yellow,0,BARMM,Maguindanao del Sur,19390.0,24260.0
1990,Semester 1,semester,1,3,Palay,Irrigated,0,BARMM,Maguindanao del Sur,22662.0,8230.0
1990,Semester 1,semester,1,3,Palay,Rainfed,0,BARMM,Maguindanao del Sur,10027.0,6770.0
1990,Semester 1,semester,1,3,Corn,White,0,BARMM,Sulu,13028.0,24090.0
1990,Semester 1,semester,1,3,Corn,Yellow,0,BARMM,Sulu,0.0,0.0
1990,Semester 1,semester,1,3,Palay,Irrigated,0,BARMM,Sulu,0.0,0.0
1990,Semester 1,semester,1,3,Palay,Rainfed,0,BARMM,Sulu,0.0,0.0
1990,Semester 1,semester,1,3,Corn,White,0,BARMM,Tawi-Tawi,250.0,380.0
1990,Semester 1,semester,1,3,Corn,Yellow,0,BARMM,Tawi-Tawi,0.0,0.0
1990,Semester 1,semester,1,3,Palay,Irrigated,0,BARMM,Tawi-Tawi,0.0,0.0
1990,Semester 1,semester,1,3,Palay,Rainfed,0,BARMM,Tawi-Tawi,0.0,0.0
1990,Semester 1,semester,1,3,Corn,White,0,CAR,Abra,862.0,1190.0
1990,Semester 1,semester,1,3,Corn,Yellow,0,CAR,Abra,0.0,0.0
1990,Semester 1,semester,1,3,Palay,Irrigated,0,CAR,Abra,7646.0,3920.0
1990,Semester 1,semester,1,3,Palay,Rainfed,0,CAR,Abra,0.0,0.0
1990,Semester 1,semester,1,3,Corn,White,0,CAR,Apayao,0.0,0.0
1990,Semester 1,semester,1,3,Corn,Yellow,0,CAR,Apayao,0.0,0.0
1990,Semester 1,semester,1,3,Palay,Irrigated,0,CAR,Apayao,0.0,0.0
1990,Semester 1,semester,1,3,Palay,Rainfed,0,CAR,Apayao,0.0,0.0
1990,Semester 1,semester,1,3,Corn,White,0,CAR,Benguet,230.0,380.0
1990,Semester 1,semester,1,3,Corn,Yellow,0,CAR,Benguet,0.0,0.0
1990,Semester 1,semester,1,3,Palay,Irrigated,0,CAR,Benguet,2849.0,1760.0
1990,Semester 1,semester,1,3,Palay,Rainfed,0,CAR,Benguet,0.0,0.0
1990,Semester 1,semester,1,3,Corn,White,0,CAR,Ifugao,97.0,520.0
1990,Semester 1,semester,1,3,Corn,Yellow,0,CAR,Ifugao,847.0,1840.0
1990,Semester 1,semester,1,3,Palay,Irrigated,0,CAR,Ifugao,11917.0,4090.0
1990,Semester 1,semester,1,3,Palay,Rainfed,0,CAR,Ifugao,158.0,120.0
1990,Semester 1,semester,1,3,Corn,White,0,CAR,Kalinga,945.0,570.0
1990,Semester 1,semester,1,3,Corn,Yellow,0,CAR,Kalinga,6409.0,4060.0
1990,Semester 1,semester,1,3,Palay,Irrigated,0,CAR,Kalinga,27769.0,9100.0
1990,Semester 1,semester,1,3,Palay,Rainfed,0,CAR,Kalinga,2342.0,1080.0
1990,Semester 1,semester,1,3,Corn,White,0,CAR,Mountain Province,1397.0,710.0
1990,Semester 1,semester,1,3,Corn,Yellow,0,CAR,Mountain Province,0.0,0.0
1990,Semester 1,semester,1,3,Palay,Irrigated,0,CAR,Mountain Province,4191.0,2090.0
1990,Semester 1,semester,1,3,Palay,Rainfed,0,CAR,Mountain Province,0.0,0.0
1990,Semester 1,semester,1,3,Corn,White,0,MIMAROPA,Marinduque,126.0,160.0
1990,Semester 1,semester,1,3,Corn,Yellow,0,MIMAROPA,Marinduque,245.0,290.0
1990,Semester 1,semester,1,3,Palay,Irrigated,0,MIMAROPA,Marinduque,1721.0,670.0
1990,Semester 1,semester,1,3,Palay,Rainfed,0,MIMAROPA,Marinduque,4924.0,5390.0
1990,Semester 1,semester,1,3,Corn,White,0,MIMAROPA,Occidental Mindoro,44.0,30.0
1990,Semester 1,semester,1,3,Corn,Yellow,0,MIMAROPA,Occidental Mindoro,2609.0,2380.0
1990,Semester 1,semester,1,3,Palay,Irrigated,0,MIMAROPA,Occidental Mindoro,35949.0,11120.0
1990,Semester 1,semester,1,3,Palay,Rainfed,0,MIMAROPA,Occidental Mindoro,0.0,0.0
1990,Semester 1,semester,1,3,Corn,White,0,MIMAROPA,Oriental Mindoro,26.0,80.0
1990,Semester 1,semester,1,3,Corn,Yellow,0,MIMAROPA,Oriental Mindoro,1427.0,2600.0
1990,Semester 1,semester,1,3,Palay,Irrigated,0,MIMAROPA,Oriental Mindoro,58127.0,21980.0
1990,Semester 1,semester,1,3,Palay,Rainfed,0,MIMAROPA,Oriental Mindoro,20181.0,11950.0
1990,Semester 1,semester,1,3,Corn,White,0,MIMAROPA,Palawan,0.0,0.0
1990,Semester 1,semester,1,3,Corn,Yellow,0,MIMAROPA,Palawan,9324.0,4420.0
1990,Semester 1,semester,1,3,Palay,Irrigated,0,MIMAROPA,Palawan,5610.0,2720.0
1990,Semester 1,semester,1,3,Palay,Rainfed,0,MIMAROPA,Palawan,2340.0,1600.0
1990,Semester 1,semester,1,3,Corn,White,0,MIMAROPA,Puerto Princesa,,
1990,Semester 1,semester,1,3,Corn,Yellow,0,MIMAROPA,Puerto Princesa,,
1990,Semester 1,semester,1,3,Palay,Irrigated,0,MIMAROPA,Puerto Princesa,,
1990,Semester 1,semester,1,3,Palay,Rainfed,0,MIMAROPA,Puerto Princesa,,
1990,Semester 1,semester,1,3,Corn,White,0,MIMAROPA,Romblon,24.0,80.0
1990,Semester 1,semester,1,3,Corn,Yellow,0,MIMAROPA,Romblon,4190.0,4730.0
1990,Semester 1,semester,1,3,Palay,Irrigated,0,MIMAROPA,Romblon,3610.0,2380.0
1990,Semester 1,semester,1,3,Palay,Rainfed,0,MIMAROPA,Romblon,2545.0,3240.0
1990,Semester 1,semester,1,3,Corn,White,0,NIR,Bacolod City,,
1990,Semester 1,semester,1,3,Corn,Yellow,0,NIR,Bacolod City,,
1990,Semester 1,semester,1,3,Palay,Irrigated,0,NIR,Bacolod City,,
1990,Semester 1,semester,1,3,Palay,Rainfed,0,NIR,Bacolod City,,
1990,Semester 1,semester,1,3,Corn,White,0,NIR,Negros Occidental,,
1990,Semester 1,semester,1,3,Corn,Yellow,0,NIR,Negros Occidental,,
1990,Semester 1,semester,1,3,Palay,Irrigated,0,NIR,Negros Occidental,,
1990,Semester 1,semester,1,3,Palay,Rainfed,0,NIR,Negros Occidental,,
1990,Semester 1,semester,1,3,Corn,White,0,NIR,Negros Oriental,,
1990,Semester 1,semester,1,3,Corn,Yellow,0,NIR,Negros Oriental,,
1990,Semester 1,semester,1,3,Palay,Irrigated,0,NIR,Negros Oriental,,
1990,Semester 1,semester,1,3,Palay,Rainfed,0,NIR,Negros Oriental,,
1990,Semester 1,semester,1,3,Corn,White,0,NIR,Siquijor,,
1990,Semester 1,semester,1,3,Corn,Yellow,0,NIR,Siquijor,,
1990,Semester 1,semester,1,3,Palay,Irrigated,0,NIR,Siquijor,,
1990,Semester 1,semester,1,3,Palay,Rainfed,0,NIR,Siquijor,,
1990,Semester 1,semester,1,3,Corn,White,0,Region I,Ilocos Norte,876.0,1880.0
1990,Semester 1,semester,1,3,Corn,Yellow,0,Region I,Ilocos Norte,3442.0,4890.0
1990,Semester 1,semester,1,3,Palay,Irrigated,0,Region I,Ilocos Norte,23628.0,10840.0
1990,Semester 1,semester,1,3,Palay,Rainfed,0,Region I,Ilocos Norte,0.0,0.0
1990,Semester 1,semester,1,3,Corn,White,0,Region I,Ilocos Sur,1081.0,1430.0
1990,Semester 1,semester,1,3,Corn,Yellow,0,Region I,Ilocos Sur,7075.0,3750.0
1990,Semester 1,semester,1,3,Palay,Irrigated,0,Region I,Ilocos Sur,9560.0,3520.0
1990,Semester 1,semester,1,3,Palay,Rainfed,0,Region I,Ilocos Sur,0.0,0.0
1990,Semester 1,semester,1,3,Corn,White,0,Region I,La Union,793.0,1220.0
1990,Semester 1,semester,1,3,Corn,Yellow,0,Region I,La Union,39.0,60.0
1990,Semester 1,semester,1,3,Palay,Irrigated,0,Region I,La Union,20822.0,8760.0
1990,Semester 1,semester,1,3,Palay,Rainfed,0,Region I,La Union,0.0,0.0
1990,Semester 1,semester,1,3,Corn,White,0,Region I,Pangasinan,6899.0,13210.0
1990,Semester 1,semester,1,3,Corn,Yellow,0,Region I,Pangasinan,58397.0,37180.0
1990,Semester 1,semester,1,3,Palay,Irrigated,0,Region I,Pangasinan,85650.0,28820.0
1990,Semester 1,semester,1,3,Palay,Rainfed,0,Region I,Pangasinan,283.0,110.0
1990,Semester 1,semester,1,3,Corn,White,0,Region II,Batanes,0.0,0.0
1990,Semester 1,semester,1,3,Corn,Yellow,0,Region II,Batanes,0.0,0.0
1990,Semester 1,semester,1,3,Palay,Irrigated,0,Region II,Batanes,0.0,0.0
1990,Semester 1,semester,1,3,Palay,Rainfed,0,Region II,Batanes,0.0,0.0
1990,Semester 1,semester,1,3,Corn,White,0,Region II,Cagayan,4212.0,8820.0
1990,Semester 1,semester,1,3,Corn,Yellow,0,Region II,Cagayan,13589.0,11510.0
1990,Semester 1,semester,1,3,Palay,Irrigated,0,Region II,Cagayan,100480.0,39350.0
1990,Semester 1,semester,1,3,Palay,Rainfed,0,Region II,Cagayan,23264.0,16980.0
1990,Semester 1,semester,1,3,Corn,White,0,Region II,Isabela,50802.0,81120.0
1990,Semester 1,semester,1,3,Corn,Yellow,0,Region II,Isabela,116157.0,103040.0
1990,Semester 1,semester,1,3,Palay,Irrigated,0,Region II,Isabela,321172.0,80090.0
1990,Semester 1,semester,1,3,Palay,Rainfed,0,Region II,Isabela,11896.0,8990.0
1990,Semester 1,semester,1,3,Corn,White,0,Region II,Nueva Vizcaya,83.0,570.0
1990,Semester 1,semester,1,3,Corn,Yellow,0,Region II,Nueva Vizcaya,6552.0,3760.0
1990,Semester 1,semester,1,3,Palay,Irrigated,0,Region II,Nueva Vizcaya,55341.0,15610.0
1990,Semester 1,semester,1,3,Palay,Rainfed,0,Region II,Nueva Vizcaya,2404.0,830.0
1990,Semester 1,semester,1,3,Corn,White,0,Region II,Quirino,313.0,280.0
1990,Semester 1,semester,1,3,Corn,Yellow,0,Region II,Quirino,1295.0,1370.0
1990,Semester 1,semester,1,3,Palay,Irrigated,0,Region II,Quirino,16654.0,5820.0
1990,Semester 1,semester,1,3,Palay,Rainfed,0,Region II,Quirino,3791.0,2420.0
1990,Semester 1,semester,1,3,Corn,White,0,Region III,Aurora,0.0,0.0
1990,Semester 1,semester,1,3,Corn,Yellow,0,Region III,Aurora,0.0,0.0
1990,Semester 1,semester,1,3,Palay,Irrigated,0,Region III,Aurora,23143.0,7750.0
1990,Semester 1,semester,1,3,Palay,Rainfed,0,Region III,Aurora,2678.0,940.0
1990,Semester 1,semester,1,3,Corn,White,0,Region III,Bataan,0.0,0.0
1990,Semester 1,semester,1,3,Corn,Yellow,0,Region III,Bataan,105.0,150.0
1990,Semester 1,semester,1,3,Palay,Irrigated,0,Region III,Bataan,35026.0,9150.0
1990,Semester 1,semester,1,3,Palay,Rainfed,0,Region III,Bataan,0.0,0.0
1990,Semester 1,semester,1,3,Corn,White,0,Region III,Bulacan,0.0,0.0
1990,Semester 1,semester,1,3,Corn,Yellow,0,Region III,Bulacan,1615.0,990.0
1990,Semester 1,semester,1,3,Palay,Irrigated,0,Region III,Bulacan,73753.0,20610.0
1990,Semester 1,semester,1,3,Palay,Rainfed,0,Region III,Bulacan,0.0,0.0
1990,Semester 1,semester,1,3,Corn,White,0,Region III,Nueva Ecija,1091.0,1290.0
1990,Semester 1,semester,1,3,Corn,Yellow,0,Region III,Nueva Ecija,1589.0,960.0
1990,Semester 1,semester,1,3,Palay,Irrigated,0,Region III,Nueva Ecija,371827.0,78940.0
1990,Semester 1,semester,1,3,Palay,Rainfed,0,Region III,Nueva Ecija,0.0,0.0
1990,Semester 1,semester,1,3,Corn,White,0,Region III,Pampanga,2102.0,1230.0
1990,Semester 1,semester,1,3,Corn,Yellow,0,Region III,Pampanga,1203.0,510.0
1990,Semester 1,semester,1,3,Palay,Irrigated,0,Region III,Pampanga,97947.0,25760.0
1990,Semester 1,semester,1,3,Palay,Rainfed,0,Region III,Pampanga,0.0,0.0
1990,Semester 1,semester,1,3,Corn,White,0,Region III,Tarlac,275.0,330.0
1990,Semester 1,semester,1,3,Corn,Yellow,0,Region III,Tarlac,6796.0,3390.0
1990,Semester 1,semester,1,3,Palay,Irrigated,0,Region III,Tarlac,65925.0,19190.0
1990,Semester 1,semester,1,3,Palay,Rainfed,0,Region III,Tarlac,0.0,0.0
1990,Semester 1,semester,1,3,Corn,White,0,Region III,Zambales,4.0,10.0
1990,Semester 1,semester,1,3,Corn,Yellow,0,Region III,Zambales,0.0,0.0
1990,Semester 1,semester,1,3,Palay,Irrigated,0,Region III,Zambales,19815.0,6910.0
1990,Semester 1,semester,1,3,Palay,Rainfed,0,Region III,Zambales,0.0,0.0
1990,Semester 1,semester,1,3,Corn,White,0,Region IV-A,Batangas,61589.0,94790.0
1990,Semester 1,semester,1,3,Corn,Yellow,0,Region IV-A,Batangas,31248.0,44640.0
1990,Semester 1,semester,1,3,Palay,Irrigated,0,Region IV-A,Batangas,27937.0,8880.0
1990,Semester 1,semester,1,3,Palay,Rainfed,0,Region IV-A,Batangas,64.0,130.0
1990,Semester 1,semester,1,3,Corn,White,0,Region IV-A,Cavite,0.0,0.0
1990,Semester 1,semester,1,3,Corn,Yellow,0,Region IV-A,Cavite,125.0,430.0
1990,Semester 1,semester,1,3,Palay,Irrigated,0,Region IV-A,Cavite,13597.0,4520.0
1990,Semester 1,semester,1,3,Palay,Rainfed,0,Region IV-A,Cavite,0.0,0.0
1990,Semester 1,semester,1,3,Corn,White,0,Region IV-A,Laguna,48.0,20.0
1990,Semester 1,semester,1,3,Corn,Yellow,0,Region IV-A,Laguna,135.0,110.0
1990,Semester 1,semester,1,3,Palay,Irrigated,0,Region IV-A,Laguna,62213.0,16250.0
1990,Semester 1,semester,1,3,Palay,Rainfed,0,Region IV-A,Laguna,4322.0,2220.0
1990,Semester 1,semester,1,3,Corn,White,0,Region IV-A,Quezon,0.0,0.0
1990,Semester 1,semester,1,3,Corn,Yellow,0,Region IV-A,Quezon,10214.0,9530.0
1990,Semester 1,semester,1,3,Palay,Irrigated,0,Region IV-A,Quezon,28078.0,16780.0
1990,Semester 1,semester,1,3,Palay,Rainfed,0,Region IV-A,Quezon,30478.0,16310.0
1990,Semester 1,semester,1,3,Corn,White,0,Region IV-A,Rizal,701.0,950.0
1990,Semester 1,semester,1,3,Corn,Yellow,0,Region IV-A,Rizal,0.0,0.0
1990,Semester 1,semester,1,3,Palay,Irrigated,0,Region IV-A,Rizal,10111.0,3190.0
1990,Semester 1,semester,1,3,Palay,Rainfed,0,Region IV-A,Rizal,0.0,0.0
1990,Semester 1,semester,1,3,Corn,White,0,Region IX,Sulu,,
1990,Semester 1,semester,1,3,Corn,Yellow,0,Region IX,Sulu,,
1990,Semester 1,semester,1,3,Palay,Irrigated,0,Region IX,Sulu,,
1990,Semester 1,semester,1,3,Palay,Rainfed,0,Region IX,Sulu,,
1990,Semester 1,semester,1,3,Corn,White,0,Region IX,Zamboanga City,386.0,450.0
1990,Semester 1,semester,1,3,Corn,Yellow,0,Region IX,Zamboanga City,0.0,0.0
1990,Semester 1,semester,1,3,Palay,Irrigated,0,Region IX,Zamboanga City,8026.0,2790.0
1990,Semester 1,semester,1,3,Palay,Rainfed,0,Region IX,Zamboanga City,363.0,340.0
1990,Semester 1,semester,1,3,Corn,White,0,Region IX,Zamboanga Sibugay,0.0,0.0
1990,Semester 1,semester,1,3,Corn,Yellow,0,Region IX,Zamboanga Sibugay,0.0,0.0
1990,Semester 1,semester,1,3,Palay,Irrigated,0,Region IX,Zamboanga Sibugay,0.0,0.0
1990,Semester 1,semester,1,3,Palay,Rainfed,0,Region IX,Zamboanga Sibugay,0.0,0.0
1990,Semester 1,semester,1,3,Corn,White,0,Region IX,Zamboanga del Norte,4592.0,8000.0
1990,Semester 1,semester,1,3,Corn,Yellow,0,Region IX,Zamboanga del Norte,0.0,0.0
1990,Semester 1,semester,1,3,Palay,Irrigated,0,Region IX,Zamboanga del Norte,11347.0,4570.0
1990,Semester 1,semester,1,3,Palay,Rainfed,0,Region IX,Zamboanga del Norte,11553.0,8320.0
1990,Semester 1,semester,1,3,Corn,White,0,Region IX,Zamboanga del Sur,20252.0,30590.0
1990,Semester 1,semester,1,3,Corn,Yellow,0,Region IX,Zamboanga del Sur,29.0,40.0
1990,Semester 1,semester,1,3,Palay,Irrigated,0,Region IX,Zamboanga del Sur,74100.0,21050.0
1990,Semester 1,semester,1,3,Palay,Rainfed,0,Region IX,Zamboanga del Sur,11286.0,5110.0
1990,Semester 1,semester,1,3,Corn,White,0,Region V,Albay,252.0,290.0
1990,Semester 1,semester,1,3,Corn,Yellow,0,Region V,Albay,11274.0,10250.0
1990,Semester 1,semester,1,3,Palay,Irrigated,0,Region V,Albay,66134.0,25970.0
1990,Semester 1,semester,1,3,Palay,Rainfed,0,Region V,Albay,4234.0,3110.0
1990,Semester 1,semester,1,3,Corn,White,0,Region V,Camarines Norte,4469.0,5550.0
1990,Semester 1,semester,1,3,Corn,Yellow,0,Region V,Camarines Norte,210.0,350.0
1990,Semester 1,semester,1,3,Palay,Irrigated,0,Region V,Camarines Norte,18060.0,5830.0
1990,Semester 1,semester,1,3,Palay,Rainfed,0,Region V,Camarines Norte,6936.0,3360.0
1990,Semester 1,semester,1,3,Corn,White,0,Region V,Camarines Sur,82.0,150.0
1990,Semester 1,semester,1,3,Corn,Yellow,0,Region V,Camarines Sur,21729.0,31050.0
1990,Semester 1,semester,1,3,Palay,Irrigated,0,Region V,Camarines Sur,134551.0,43540.0
1990,Semester 1,semester,1,3,Palay,Rainfed,0,Region V,Camarines Sur,31188.0,20200.0
1990,Semester 1,semester,1,3,Corn,White,0,Region V,Catanduanes,512.0,1640.0
1990,Semester 1,semester,1,3,Corn,Yellow,0,Region V,Catanduanes,253.0,900.0
1990,Semester 1,semester,1,3,Palay,Irrigated,0,Region V,Catanduanes,4162.0,2510.0
1990,Semester 1,semester,1,3,Palay,Rainfed,0,Region V,Catanduanes,3311.0,3590.0
1990,Semester 1,semester,1,3,Corn,White,0,Region V,Masbate,4315.0,19370.0
1990,Semester 1,semester,1,3,Corn,Yellow,0,Region V,Masbate,0.0,0.0
1990,Semester 1,semester,1,3,Palay,Irrigated,0,Region V,Masbate,4113.0,1670.0
1990,Semester 1,semester,1,3,Palay,Rainfed,0,Region V,Masbate,12713.0,10480.0
1990,Semester 1,semester,1,3,Corn,White,0,Region V,Sorsogon,43.0,130.0
1990,Semester 1,semester,1,3,Corn,Yellow,0,Region V,Sorsogon,1622.0,3470.0
1990,Semester 1,semester,1,3,Palay,Irrigated,0,Region V,Sorsogon,41844.0,14100.0
1990,Semester 1,semester,1,3,Palay,Rainfed,0,Region V,Sorsogon,10967.0,7680.0
1990,Semester 1,semester,1,3,Corn,White,0,Region VI,Aklan,0.0,0.0
1990,Semester 1,semester,1,3,Corn,Yellow,0,Region VI,Aklan,438.0,660.0
1990,Semester 1,semester,1,3,Palay,Irrigated,0,Region VI,Aklan,21591.0,9280.0
1990,Semester 1,semester,1,3,Palay,Rainfed,0,Region VI,Aklan,12370.0,7480.0
1990,Semester 1,semester,1,3,Corn,White,0,Region VI,Antique,68.0,240.0
1990,Semester 1,semester,1,3,Corn,Yellow,0,Region VI,Antique,625.0,2110.0
1990,Semester 1,semester,1,3,Palay,Irrigated,0,Region VI,Antique,24124.0,12520.0
1990,Semester 1,semester,1,3,Palay,Rainfed,0,Region VI,Antique,972.0,980.0
1990,Semester 1,semester,1,3,Corn,White,0,Region VI,Capiz,178.0,180.0
1990,Semester 1,semester,1,3,Corn,Yellow,0,Region VI,Capiz,3980.0,3980.0
1990,Semester 1,semester,1,3,Palay,Irrigated,0,Region VI,Capiz,13789.0,5570.0
1990,Semester 1,semester,1,3,Palay,Rainfed,0,Region VI,Capiz,58110.0,33870.0
1990,Semester 1,semester,1,3,Corn,White,0,Region VI,Guimaras,0.0,0.0
1990,Semester 1,semester,1,3,Corn,Yellow,0,Region VI,Guimaras,0.0,0.0
1990,Semester 1,semester,1,3,Palay,Irrigated,0,Region VI,Guimaras,0.0,0.0
1990,Semester 1,semester,1,3,Palay,Rainfed,0,Region VI,Guimaras,0.0,0.0
1990,Semester 1,semester,1,3,Corn,White,0,Region VI,Iloilo,337.0,1780.0
1990,Semester 1,semester,1,3,Corn,Yellow,0,Region VI,Iloilo,1539.0,4640.0
1990,Semester 1,semester,1,3,Palay,Irrigated,0,Region VI,Iloilo,35924.0,19840.0
1990,Semester 1,semester,1,3,Palay,Rainfed,0,Region VI,Iloilo,55222.0,42300.0
1990,Semester 1,semester,1,3,Corn,White,0,Region VI,Negros Occidental,669.0,1880.0
1990,Semester 1,semester,1,3,Corn,Yellow,0,Region VI,Negros Occidental,1119.0,2780.0
1990,Semester 1,semester,1,3,Palay,Irrigated,0,Region VI,Negros Occidental,60835.0,21700.0
1990,Semester 1,semester,1,3,Palay,Rainfed,0,Region VI,Negros Occidental,7504.0,4690.0
1990,Semester 1,semester,1,3,Corn,White,0,Region VII,Bohol,5272.0,6100.0
1990,Semester 1,semester,1,3,Corn,Yellow,0,Region VII,Bohol,218.0,350.0
1990,Semester 1,semester,1,3,Palay,Irrigated,0,Region VII,Bohol,10841.0,6840.0
1990,Semester 1,semester,1,3,Palay,Rainfed,0,Region VII,Bohol,25044.0,25930.0
1990,Semester 1,semester,1,3,Corn,White,0,Region VII,Cebu,4391.0,17820.0
1990,Semester 1,semester,1,3,Corn,Yellow,0,Region VII,Cebu,860.0,2030.0
1990,Semester 1,semester,1,3,Palay,Irrigated,0,Region VII,Cebu,2645.0,2130.0
1990,Semester 1,semester,1,3,Palay,Rainfed,0,Region VII,Cebu,2091.0,3180.0
1990,Semester 1,semester,1,3,Corn,White,0,Region VII,Negros Oriental,3523.0,16350.0
1990,Semester 1,semester,1,3,Corn,Yellow,0,Region VII,Negros Oriental,147.0,250.0
1990,Semester 1,semester,1,3,Palay,Irrigated,0,Region VII,Negros Oriental,36097.0,13140.0
1990,Semester 1,semester,1,3,Palay,Rainfed,0,Region VII,Negros Oriental,163.0,170.0
1990,Semester 1,semester,1,3,Corn,White,0,Region VII,Siquijor,130.0,430.0
